Season,Commentor,Time posted,yt-simple-endpoint href 2,Comment,style-scope 2,clean_text_sentiment,words,meaningful_words,sentiment_score
2,@jonathanchen1026,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxEYvwIWmvpw-dEru14AaABAg,"The women sharks: it’s a boy thing, we ain’t interested. We out.",1,"The women sharks: it’s a boy thing, we ain’t interested. We out.","['the', 'women', 'sharks', 'it', 's', 'a', 'boy', 'thing', 'we', 'ain', 't', 'interested', 'we', 'out']","['women', 'sharks', 'boy', 'thing', 'ain', 'interested']",0.4019
2,@djctoafn,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwAe0NgSl7QJRJfBeF4AaABAg,That's a bloody good idea/product,,That's a bloody good idea/product,"['that', 's', 'a', 'bloody', 'good', 'idea', 'product']","['bloody', 'good', 'idea', 'product']",0.0
2,@chrisrangel4332,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugz9WJqbnr77BZupPPN4AaABAg,Though it was that body armor water lol,,Though it was that body armor water lol,"['though', 'it', 'was', 'that', 'body', 'armor', 'water', 'lol']","['though', 'body', 'armor', 'water', 'lol']",0.4215
2,@Yoshinator54,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwYB7Vvebk95ZDTvfB4AaABAg,I thought this was gonna be about the drink.,,I thought this was gonna be about the drink.,"['i', 'thought', 'this', 'was', 'gonna', 'be', 'about', 'the', 'drink']","['thought', 'gonna', 'drink']",0.0
2,@crashvideos87,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugy6CiM50vF98a_pLpJ4AaABAg,Glad he choose him.,,Glad he choose him.,"['glad', 'he', 'choose', 'him']","['glad', 'choose']",0.4588
2,@BudgiePanic,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyH2ASTe40MWbo-apx4AaABAg,Imagine if a panel fell off at high speed,,Imagine if a panel fell off at high speed,"['imagine', 'if', 'a', 'panel', 'fell', 'off', 'at', 'high', 'speed']","['imagine', 'panel', 'fell', 'high', 'speed']",0.0
2,@shaaku01,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugz32whMhALP2bN0d6F4AaABAg,Steve is a good negotiator .. very easy to predict,,Steve is a good negotiator .. very easy to predict,"['steve', 'is', 'a', 'good', 'negotiator', 'very', 'easy', 'to', 'predict']","['steve', 'good', 'negotiator', 'easy', 'predict']",0.7264
2,@evertkemp4104,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxtV8nETa2egYICcyR4AaABAg,Man I love this guy,,Man I love this guy,"['man', 'i', 'love', 'this', 'guy']","['man', 'love', 'guy']",0.6369
2,@raheelbhyria,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxnZ1Ebf4DvImaTmUB4AaABAg,steven got nervous when andrew started talking,,steven got nervous when andrew started talking,"['steven', 'got', 'nervous', 'when', 'andrew', 'started', 'talking']","['steven', 'got', 'nervous', 'andrew', 'started', 'talking']",-0.2732
2,@timmiekat6072,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwuzM2D2Cth8JTh9Xx4AaABAg,This is something I'm actually willing to buy even though it's expensive put it on for an off-road trip take it off if you wanna go on the high way great idea,1,This is something I'm actually willing to buy even though it's expensive put it on for an off-road trip take it off if you wanna go on the high way great idea,"['this', 'is', 'something', 'i', 'm', 'actually', 'willing', 'to', 'buy', 'even', 'though', 'it', 's', 'expensive', 'put', 'it', 'on', 'for', 'an', 'off', 'road', 'trip', 'take', 'it', 'off', 'if', 'you', 'wanna', 'go', 'on', 'the', 'high', 'way', 'great', 'idea']","['something', 'm', 'actually', 'willing', 'buy', 'even', 'though', 'expensive', 'put', 'road', 'trip', 'take', 'wanna', 'high', 'great', 'idea']",0.6249
2,@clementesemour6720,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugz8Z4dhs8ds4TKjOSF4AaABAg,steve took it personal,,steve took it personal,"['steve', 'took', 'it', 'personal']","['steve', 'took', 'personal']",0.0
2,@zachthompson7185,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzsG108P2vXEISTZ7R4AaABAg&pp=0gcJCSIANpG00pGi,The comparison between this and the American shark tank they are so nice lmao,,The comparison between this and the American shark tank they are so nice lmao,"['the', 'comparison', 'between', 'this', 'and', 'the', 'american', 'shark', 'tank', 'they', 'are', 'so', 'nice', 'lmao']","['comparison', 'american', 'shark', 'tank', 'nice', 'lmao']",0.8314
2,@Slides_1,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxF7d_OKzAWFub9WAR4AaABAg,Body armor is huge now!!!!,,Body armor is huge now!!!!,"['body', 'armor', 'is', 'huge', 'now']","['body', 'armor', 'huge']",0.5374
2,@maniackyjr,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwAqp_hNIiF4-BfDdV4AaABAg,It be nice if the title had the word car in there,,It be nice if the title had the word car in there,"['it', 'be', 'nice', 'if', 'the', 'title', 'had', 'the', 'word', 'car', 'in', 'there']","['nice', 'title', 'word', 'car']",0.4215
2,@mouinemhb4960,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzvOoooy6QJrBSnHbJ4AaABAg,honestly this product for offroad is a must have,,honestly this product for offroad is a must have,"['honestly', 'this', 'product', 'for', 'offroad', 'is', 'a', 'must', 'have']","['honestly', 'product', 'offroad', 'must']",0.4588
2,@bogagohith5735,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugyeiil4YyQNxkpDD9F4AaABAg,I thought it was going to be the drink,,I thought it was going to be the drink,"['i', 'thought', 'it', 'was', 'going', 'to', 'be', 'the', 'drink']","['thought', 'going', 'drink']",0.0
2,@Agetcashhh,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugwv7LHoKPFZFlou8Ph4AaABAg,Bruh i thought this was the drink,,Bruh i thought this was the drink,"['bruh', 'i', 'thought', 'this', 'was', 'the', 'drink']","['bruh', 'thought', 'drink']",0.0
2,@Sirsantos,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugyh_QEizfcgmeu0w914AaABAg,Should've accepted both 10% offers.  Two great mentors.,,Should've accepted both 10% offers.  Two great mentors.,"['should', 've', 'accepted', 'both', '10', 'offers', 'two', 'great', 'mentors']","['accepted', '10', 'offers', 'great', 'mentors']",0.7351
2,@tomrv9249,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzOzaABG2LT36xGzxR4AaABAg,I like how there is no annoying narrator in this one,,I like how there is no annoying narrator in this one,"['i', 'like', 'how', 'there', 'is', 'no', 'annoying', 'narrator', 'in', 'this', 'one']","['like', 'annoying', 'narrator']",0.5801
2,@moncysebastian6516,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwRJUSPMry-ZKJauMl4AaABAg,Well that deal freaking amazing,,Well that deal freaking amazing,"['well', 'that', 'deal', 'freaking', 'amazing']","['deal', 'freaking', 'amazing']",0.4767
2,@SkD2885,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzhwYezM4ppre--Lnl4AaABAg,Instant armour...,,Instant armour...,"['instant', 'armour']","['instant', 'armour']",0.0
2,@SelfReminder232,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugyt-jUrvup1aPNbnXB4AaABAg,I thought it was the drink,,I thought it was the drink,"['i', 'thought', 'it', 'was', 'the', 'drink']","['thought', 'drink']",0.0
2,@ceezb5629,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugyx2jpoZ23NzcAGgm94AaABAg,I thought it was the body armor drink,,I thought it was the body armor drink,"['i', 'thought', 'it', 'was', 'the', 'body', 'armor', 'drink']","['thought', 'body', 'armor', 'drink']",0.0
2,@youngkoolaidthelegend2020,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzpwElwJ76_yUSHeVx4AaABAg&pp=0gcJCSIANpG00pGi,thought he was talkin ab the drink,,thought he was talkin ab the drink,"['thought', 'he', 'was', 'talkin', 'ab', 'the', 'drink']","['thought', 'talkin', 'ab', 'drink']",0.0
2,@aethel6085,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwtOBu3Yq5hWzyCn3p4AaABAg,I thought this was the drink,,I thought this was the drink,"['i', 'thought', 'this', 'was', 'the', 'drink']","['thought', 'drink']",0.0
2,@MegaUtube99,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgycFMpV2dN8f6x9kdl4AaABAg&pp=0gcJCSIANpG00pGi,I thought this was for the body armour drink,,I thought this was for the body armour drink,"['i', 'thought', 'this', 'was', 'for', 'the', 'body', 'armour', 'drink']","['thought', 'body', 'armour', 'drink']",0.0
2,@CheekyFoxCo,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxZubqd_cFxoiYdckV4AaABAg,I thought it was the drink body armor,,I thought it was the drink body armor,"['i', 'thought', 'it', 'was', 'the', 'drink', 'body', 'armor']","['thought', 'drink', 'body', 'armor']",0.0
2,@markbaum12,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgySjRNtMwIAKg2H8QB4AaABAg,That's a really good idea!!!!,,That's a really good idea!!!!,"['that', 's', 'a', 'really', 'good', 'idea']","['really', 'good', 'idea']",0.6554
2,@codykfishing3418,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxvzqHIdXJghPP53114AaABAg,"Definitely right about this appealing to us here in the United States, going to order this for my wrangler.",1,"Definitely right about this appealing to us here in the United States, going to order this for my wrangler.","['definitely', 'right', 'about', 'this', 'appealing', 'to', 'us', 'here', 'in', 'the', 'united', 'states', 'going', 'to', 'order', 'this', 'for', 'my', 'wrangler']","['definitely', 'right', 'appealing', 'us', 'united', 'states', 'going', 'order', 'wrangler']",0.6705
2,@siddharthbhawsar2557,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyScFM-4EcfRdZUsKB4AaABAg&pp=0gcJCSIANpG00pGi,I like steve a no nonsense man.,,I like steve a no nonsense man.,"['i', 'like', 'steve', 'a', 'no', 'nonsense', 'man']","['like', 'steve', 'nonsense', 'man']",0.5801
2,@Emilthehun,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyLAdBJebxAkBuQ_AZ4AaABAg&pp=0gcJCSIANpG00pGi,This is actually a brilliant idea.,,This is actually a brilliant idea.,"['this', 'is', 'actually', 'a', 'brilliant', 'idea']","['actually', 'brilliant', 'idea']",0.5859
2,@mrbig7343,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxpI-2itvE9-ba5t054AaABAg,Fantastic idea,,Fantastic idea,"['fantastic', 'idea']","['fantastic', 'idea']",0.5574
2,@aaronkornet,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxfGMkjSM0mt1vuSkV4AaABAg,I thought it was the energy drink,,I thought it was the energy drink,"['i', 'thought', 'it', 'was', 'the', 'energy', 'drink']","['thought', 'energy', 'drink']",0.2732
2,@sting2689,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxSbus8YSywRZazXwJ4AaABAg,What a great idea,,What a great idea,"['what', 'a', 'great', 'idea']","['great', 'idea']",0.6249
2,@edbertkhovey,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzMW2SYAJAZXIPdiz14AaABAg,Update: the valuation of this company is 4.4 mil USD,1,Update: the valuation of this company is 4.4 mil USD,"['update', 'the', 'valuation', 'of', 'this', 'company', 'is', '4', '4', 'mil', 'usd']","['update', 'valuation', 'company', '4', '4', 'mil', 'usd']",0.0
2,@shoebsyed9961,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwR2YFlxUOuO8ummVN4AaABAg,woow this was great Steve 1st rejection hahah,,woow this was great Steve 1st rejection hahah,"['woow', 'this', 'was', 'great', 'steve', '1st', 'rejection', 'hahah']","['woow', 'great', 'steve', '1st', 'rejection', 'hahah']",0.1531
2,@yuttb3139,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzaVDOCXI81prxgUkh4AaABAg,I thought this was like actual body armour like for bullets,,I thought this was like actual body armour like for bullets,"['i', 'thought', 'this', 'was', 'like', 'actual', 'body', 'armour', 'like', 'for', 'bullets']","['thought', 'like', 'actual', 'body', 'armour', 'like', 'bullets']",0.6124
2,@williambalentine7639,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgytPI13dy-EdQMsFqN4AaABAg,Steve! Steve! Steve!,,Steve! Steve! Steve!,"['steve', 'steve', 'steve']","['steve', 'steve', 'steve']",0.0
2,@elinformadoranonimo2195,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzFr988Si9BOlzRA6l4AaABAg,These sharks are way too patient,,These sharks are way too patient,"['these', 'sharks', 'are', 'way', 'too', 'patient']","['sharks', 'patient']",0.0
2,@robertmario2003,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzrrLf-G3muRiTeo4Z4AaABAg,"Im sorry for steve, every time",,"Im sorry for steve, every time","['im', 'sorry', 'for', 'steve', 'every', 'time']","['im', 'sorry', 'steve', 'every']",-0.0772
2,@elijahnawrot1486,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugy41kfCl0l1aZUVFxp4AaABAg&pp=0gcJCSIANpG00pGi,Toughest decision ever,,Toughest decision ever,"['toughest', 'decision', 'ever']","['toughest', 'decision', 'ever']",-0.0772
2,@JasonChowTV,5 years ago (edited),https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxMNC_wCdY6_s2FL4V4AaABAg,honestly i think this rhinohide armor could be the next skin technology for cars. replacing the car wrap business because you can literally d.i.y,,honestly i think this rhinohide armor could be the next skin technology for cars. replacing the car wrap business because you can literally d.i.y,"['honestly', 'i', 'think', 'this', 'rhinohide', 'armor', 'could', 'be', 'the', 'next', 'skin', 'technology', 'for', 'cars', 'replacing', 'the', 'car', 'wrap', 'business', 'because', 'you', 'can', 'literally', 'd', 'i', 'y']","['honestly', 'think', 'rhinohide', 'armor', 'next', 'skin', 'technology', 'cars', 'replacing', 'car', 'wrap', 'business', 'literally', 'd', 'y']",0.4588
2,@javibramasco2690,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyGiu1v_9rG8m-5VCp4AaABAg,I thought this was the drink “BodyArmor” lol,,I thought this was the drink “BodyArmor” lol,"['i', 'thought', 'this', 'was', 'the', 'drink', 'bodyarmor', 'lol']","['thought', 'drink', 'bodyarmor', 'lol']",0.4215
2,@richardmaduka4747,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugx1V84u_emdKsvN-nt4AaABAg,I've never seen the sharks want a piece so bad,,I've never seen the sharks want a piece so bad,"['i', 've', 'never', 'seen', 'the', 'sharks', 'want', 'a', 'piece', 'so', 'bad']","['never', 'seen', 'sharks', 'want', 'piece', 'bad']",-0.6359
2,@not_youngjustice3717,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugzvin9grfNqFsjn6754AaABAg,the guy should also make it for the roof and the hood,,the guy should also make it for the roof and the hood,"['the', 'guy', 'should', 'also', 'make', 'it', 'for', 'the', 'roof', 'and', 'the', 'hood']","['guy', 'make', 'roof', 'hood']",0.0
2,@sarangkrishnan9123,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxIGau6JNnYf6mFR3t4AaABAg,Can't believe he didn't take Steve...I was quite shocked (no offense to other sharks),1,Can't believe he didn't take Steve...I was quite shocked (no offense to other sharks),"['can', 't', 'believe', 'he', 'didn', 't', 'take', 'steve', 'i', 'was', 'quite', 'shocked', 'no', 'offense', 'to', 'other', 'sharks']","['believe', 'didn', 'take', 'steve', 'quite', 'shocked', 'offense', 'sharks']",-0.5936
2,@Bxdarealest,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwPIsjWGeKC5y7Mztl4AaABAg,Body armour? There’s no body. Unless you mean auto body,1,Body armour? There’s no body. Unless you mean auto body,"['body', 'armour', 'there', 's', 'no', 'body', 'unless', 'you', 'mean', 'auto', 'body']","['body', 'armour', 'body', 'unless', 'mean', 'auto', 'body']",-0.296
2,@friendlyatheist387,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwAhYpfb5vRxEYhzQp4AaABAg,"Andrew:  he meant 
Mark:",,"Andrew:  he meant 
Mark:","['andrew', 'he', 'meant', 'mark']","['andrew', 'meant', 'mark']",0.0
2,@timexyemerald6290,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugyms7Q5a45chJQ5mnl4AaABAg,"I like how this has become Mexican stand off between shark bois 
(Also i think lady sharks also felt like they brushed off amazing offer)",,"I like how this has become Mexican stand off between shark bois 
(Also i think lady sharks also felt like they brushed off amazing offer)","['i', 'like', 'how', 'this', 'has', 'become', 'mexican', 'stand', 'off', 'between', 'shark', 'bois', 'also', 'i', 'think', 'lady', 'sharks', 'also', 'felt', 'like', 'they', 'brushed', 'off', 'amazing', 'offer']","['like', 'become', 'mexican', 'stand', 'shark', 'bois', 'think', 'lady', 'sharks', 'felt', 'like', 'brushed', 'amazing', 'offer']",0.8316
2,@johnmorris5014,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzzcSEYS2p5gMMBBmx4AaABAg,Dude I need this.,,Dude I need this.,"['dude', 'i', 'need', 'this']","['dude', 'need']",0.0
2,@muzanunciacion,5 years ago (edited),https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwfOGWU1n9EJ_veobV4AaABAg,"This could change the game and eliminate the whole body wrap which is just a plastic sticker, instead they could switch in this armour for the whole body.. instant bling..",,"This could change the game and eliminate the whole body wrap which is just a plastic sticker, instead they could switch in this armour for the whole body.. instant bling..","['this', 'could', 'change', 'the', 'game', 'and', 'eliminate', 'the', 'whole', 'body', 'wrap', 'which', 'is', 'just', 'a', 'plastic', 'sticker', 'instead', 'they', 'could', 'switch', 'in', 'this', 'armour', 'for', 'the', 'whole', 'body', 'instant', 'bling']","['change', 'game', 'eliminate', 'whole', 'body', 'wrap', 'plastic', 'sticker', 'instead', 'switch', 'armour', 'whole', 'body', 'instant', 'bling']",0.0
2,@imsocentral2872,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzyhDXC2ZKKGDgxiS14AaABAg,Them being on they show is already a profit,,Them being on they show is already a profit,"['them', 'being', 'on', 'they', 'show', 'is', 'already', 'a', 'profit']","['show', 'already', 'profit']",0.4404
2,@Hands2HealNow,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwJVmB438uMcKrCUjB4AaABAg,Great product for an addition for any car.,,Great product for an addition for any car.,"['great', 'product', 'for', 'an', 'addition', 'for', 'any', 'car']","['great', 'product', 'addition', 'car']",0.6249
2,@deniceamber5483,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzUmsSxv-SPAlz2N1N4AaABAg,Great idea,,Great idea,"['great', 'idea']","['great', 'idea']",0.6249
2,@SwiftEC360,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxfvYYdypmJYA7ZYRl4AaABAg,i clicked this video thinkin it was the ceo of the fucking sports drink company,,i clicked this video thinkin it was the ceo of the fucking sports drink company,"['i', 'clicked', 'this', 'video', 'thinkin', 'it', 'was', 'the', 'ceo', 'of', 'the', 'fucking', 'sports', 'drink', 'company']","['clicked', 'video', 'thinkin', 'ceo', 'fucking', 'sports', 'drink', 'company']",0.0
2,@alexy5670,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugy5X-6xgB65H4-ws9h4AaABAg,thought this about the drink,,thought this about the drink,"['thought', 'this', 'about', 'the', 'drink']","['thought', 'drink']",0.0
2,@Nopenotatall,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzSYSBgu4bBA2eoJKF4AaABAg,This stuff is such a good deal for under 2k. Some paint protectant chemicals are that much,1,This stuff is such a good deal for under 2k. Some paint protectant chemicals are that much,"['this', 'stuff', 'is', 'such', 'a', 'good', 'deal', 'for', 'under', '2k', 'some', 'paint', 'protectant', 'chemicals', 'are', 'that', 'much']","['stuff', 'good', 'deal', '2k', 'paint', 'protectant', 'chemicals']",0.4404
2,@austiniscoolduh,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugz3u2YFOeV1bbAoVEp4AaABAg,They’re gonna make a killing off this,,They’re gonna make a killing off this,"['they', 're', 'gonna', 'make', 'a', 'killing', 'off', 'this']","['re', 'gonna', 'make', 'killing']",-0.6597
2,@ashishvishwas9952,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzK-rm4lvAntBPKneR4AaABAg,You know your product is good when three shark's are bidding for it and that too at your price nice,,You know your product is good when three shark's are bidding for it and that too at your price nice,"['you', 'know', 'your', 'product', 'is', 'good', 'when', 'three', 'shark', 's', 'are', 'bidding', 'for', 'it', 'and', 'that', 'too', 'at', 'your', 'price', 'nice']","['know', 'product', 'good', 'three', 'shark', 'bidding', 'price', 'nice']",0.6908
2,@moinmalek6770,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxetEjXzPVwT6_10Kp4AaABAg,You know you have a killlller product when sharks start a bidding war!!,,You know you have a killlller product when sharks start a bidding war!!,"['you', 'know', 'you', 'have', 'a', 'killlller', 'product', 'when', 'sharks', 'start', 'a', 'bidding', 'war']","['know', 'killlller', 'product', 'sharks', 'start', 'bidding', 'war']",-0.6688
2,@shibosuru,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugy-AHPPv44t2Ch9wRZ4AaABAg,I needed this on my new vehicle. I have scratches from the front all the way down to the back. exactly from what they showed in the video,,I needed this on my new vehicle. I have scratches from the front all the way down to the back. exactly from what they showed in the video,"['i', 'needed', 'this', 'on', 'my', 'new', 'vehicle', 'i', 'have', 'scratches', 'from', 'the', 'front', 'all', 'the', 'way', 'down', 'to', 'the', 'back', 'exactly', 'from', 'what', 'they', 'showed', 'in', 'the', 'video']","['needed', 'vehicle', 'scratches', 'front', 'back', 'exactly', 'showed', 'video']",0.0
2,@abhishekm3752,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyyT9SAXqkdkwlYYXR4AaABAg,Steve didn't ask where he is from,,Steve didn't ask where he is from,"['steve', 'didn', 't', 'ask', 'where', 'he', 'is', 'from']","['steve', 'didn', 'ask']",0.0
2,@SirPhoebus,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyoFmUnkdDF7utObz94AaABAg,I can totally see that fly off in the highway. Hot day magnets get messed up or something hit a bump or something totally flying off,,I can totally see that fly off in the highway. Hot day magnets get messed up or something hit a bump or something totally flying off,"['i', 'can', 'totally', 'see', 'that', 'fly', 'off', 'in', 'the', 'highway', 'hot', 'day', 'magnets', 'get', 'messed', 'up', 'or', 'something', 'hit', 'a', 'bump', 'or', 'something', 'totally', 'flying', 'off']","['totally', 'fly', 'highway', 'hot', 'day', 'magnets', 'messed', 'something', 'hit', 'bump', 'something', 'totally', 'flying']",-0.34
2,@jamesvistar2307,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugwa30kkx4Rxyxp3HRl4AaABAg,ITS PRETTY USEFUL,,ITS PRETTY USEFUL,"['its', 'pretty', 'useful']","['pretty', 'useful']",0.7269
2,@nick-leffler,3 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgyE974f3bCWh5aOmBp4AaABAg,He should send Steve a free one lol.,,He should send Steve a free one lol.,"['he', 'should', 'send', 'steve', 'a', 'free', 'one', 'lol']","['send', 'steve', 'free', 'lol']",0.7269
2,@bl3884,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzYOtVk0H4XgmGB_Qh4AaABAg,Loved this,,Loved this,"['loved', 'this']",['loved'],0.5994
2,@EclipsaMyrtenaster,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugxy0Zqfx8XqRJltV314AaABAg,"Ngl, I thought this was a  police/military-grade vehicle armor but good on him for having a net worth of over $4 million",,"Ngl, I thought this was a  police/military-grade vehicle armor but good on him for having a net worth of over $4 million","['ngl', 'i', 'thought', 'this', 'was', 'a', 'police', 'military', 'grade', 'vehicle', 'armor', 'but', 'good', 'on', 'him', 'for', 'having', 'a', 'net', 'worth', 'of', 'over', '4', 'million']","['ngl', 'thought', 'police', 'military', 'grade', 'vehicle', 'armor', 'good', 'net', 'worth', '4', 'million']",0.7351
2,@getin3949,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=Ugz5BQiUZcKlNMQYkh14AaABAg&pp=0gcJCSIANpG00pGi,It IS only a temporary solution guys but a cool idea and pretty damn expensive too.,,It IS only a temporary solution guys but a cool idea and pretty damn expensive too.,"['it', 'is', 'only', 'a', 'temporary', 'solution', 'guys', 'but', 'a', 'cool', 'idea', 'and', 'pretty', 'damn', 'expensive', 'too']","['temporary', 'solution', 'guys', 'cool', 'idea', 'pretty', 'damn', 'expensive']",0.6542
2,@hagimeokoyashi7886,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzU_OW_tRgGIkoOcfl4AaABAg&pp=0gcJCSIANpG00pGi,I love how I saw my car on shark tank,,I love how I saw my car on shark tank,"['i', 'love', 'how', 'i', 'saw', 'my', 'car', 'on', 'shark', 'tank']","['love', 'saw', 'car', 'shark', 'tank']",0.6369
2,@cottawalla,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzUbGi7YhsgMluO2bF4AaABAg&pp=0gcJCSIANpG00pGi,You can't have a 4wd that looks like it's never left the garage.,,You can't have a 4wd that looks like it's never left the garage.,"['you', 'can', 't', 'have', 'a', '4wd', 'that', 'looks', 'like', 'it', 's', 'never', 'left', 'the', 'garage']","['4wd', 'looks', 'like', 'never', 'left', 'garage']",0.3612
2,@michaelcinar1452,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzXOe1Qrjq8sv8xYJF4AaABAg,The best episode..,,The best episode..,"['the', 'best', 'episode']","['best', 'episode']",0.6369
2,@Bruce_T,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgznQ3X8VWYLQ6LkvlJ4AaABAg,I hope nobody's  driving around in that,,I hope nobody's  driving around in that,"['i', 'hope', 'nobody', 's', 'driving', 'around', 'in', 'that']","['hope', 'nobody', 'driving', 'around']",0.4404
2,@jordantheman4653,5 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgwjT4_wkBbLhUK3vlF4AaABAg,Lightly scrapes the side with a branch,,Lightly scrapes the side with a branch,"['lightly', 'scrapes', 'the', 'side', 'with', 'a', 'branch']","['lightly', 'scrapes', 'side', 'branch']",0.0
2,@tank27_56,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgxzeXDsDhx1_Jf2jRd4AaABAg,This video was awesome,,This video was awesome,"['this', 'video', 'was', 'awesome']","['video', 'awesome']",0.6249
2,@varshakarande2357,4 years ago,https://www.youtube.com/watch?v=tleuOOLhyH8&lc=UgzFdUFaKBrM6OkBsC94AaABAg,"C'mon man , I wanted a body armour",,"C'mon man , I wanted a body armour","['c', 'mon', 'man', 'i', 'wanted', 'a', 'body', 'armour']","['c', 'mon', 'man', 'wanted', 'body', 'armour']",0.0
